original_load,net_load,pv_cf,reopt_grid_to_load,python_dispatcher,original_load_hold
3705,2393.68629,0.603244,0,-5.15E+02,435.86
3706,2236.861893,0.675848,0,-4.68E+02,223.57
3707,2071.894554,0.752198,0,-1.67E+02,223.57
3708,2080.302762,0.74879,0,-3.09E+02,223.57
3709,2194.658346,0.696643,0,-4.80E+02,223.57
3710,2448.283026,0.580428,0,-5.19E+02,365.95
3711,2777.213621,0.42957,0,-1.18E+02,484.08
3712,3072.637725,0.294126,102.614,1.27E+02,546.16
3713,3455.403907,0.118502,343.895,3.15E+02,523.86
3714,3635.355175,0.036179,476.183,4.53E+02,516.43
3715,3715,0,343.85,3.22E+02,343.85
3716,3716,0,321.83,3.00E+02,321.83
3717,3717,0,297.39,2.76E+02,297.39
3718,3718,0,272.94,2.51E+02,272.94
3719,3719,0,260.72,2.61E+02,260.72
3720,3720,0,310.56,3.11E+02,310.56
3721,3721,0,310.56,3.11E+02,310.56
3722,3722,0,310.56,3.11E+02,310.56
3723,3723,0,322.79,3.23E+02,322.79
3724,3724,0,356.781,3.56E+02,364.08
3725,3645.290245,0.0366689,550.828,5.48E+02,620.27
3726,3373.447113,0.162185,577.298,5.47E+02,780.41
3727,2974.819062,0.346026,954.782,9.31E+02,1504.27
3728,2605.321703,0.516466,583.96,5.46E+02,1490.25
3729,2422.629443,0.60097,239.035,1.87E+02,1454.79
3730,2203.665657,0.70216,81.4863,2.25E+01,1472.41
3731,2139.937308,0.731937,0,1.79E+01,1423.11
3732,2150.004102,0.727766,7.30586,-3.37E+00,1492.07
3733,2460.540255,0.58537,111.054,5.15E+01,1515.95
3734,2702.143988,0.474685,356.52,3.06E+02,1537.45
3735,3356.377089,0.174178,737.696,7.01E+02,1606.45
3736,3478.895179,0.118276,941.918,9.21E+02,1425.3
3737,3511.236595,0.103858,1009.29,9.89E+02,1151.09
3738,3670.886808,0.0308741,1007.8,1.00E+03,1099.41
3739,3739,0,914.69,9.15E+02,914.69
3740,3740,0,900.3,9.00E+02,900.3
3741,3741,0,384.61,3.85E+02,384.61
3742,3742,0,322.79,3.23E+02,322.79
3743,3743,0,310.56,3.11E+02,310.56
3744,3744,0,310.56,3.11E+02,310.56
3745,3745,0,310.56,3.11E+02,310.56
3746,3746,0,310.56,3.11E+02,310.56
3747,3747,0,322.79,3.23E+02,322.79
3748,3745.696999,0.00105945,364.08,3.60E+02,364.08
3749,3646.706297,0.0470582,657.19,6.01E+02,657.19
3750,3360.708226,0.179086,618.342,6.11E+02,799.35
3751,3514.446001,0.108822,1137.36,1.12E+03,1528.78
3752,3419.380583,0.153015,638.43,6.00E+02,1543.26
3753,3346.854987,0.186839,424.746,3.77E+02,1542.49
3754,3296.560536,0.210436,326.689,2.74E+02,1571.43
3755,3274.275112,0.221148,260.395,2.07E+02,1510.35
3756,3277.78799,0.219992,80.2667,1.47E+01,1580.44
3757,3309.912029,0.205674,201.209,1.42E+02,1596.72
3758,3023.822225,0.337744,522.176,4.75E+02,1624.28
3759,2993.01997,0.352374,860.394,8.25E+02,1691.82
3760,3487.383157,0.125412,1019.05,9.98E+02,1504.31
3761,3644.492232,0.0535971,1025.07,1.03E+03,1207.75
3762,3721.970678,0.0184147,1007.8,1.00E+03,1151.76
3763,3763,0,972.04,9.72E+02,972.04
3764,3764,0,963.69,9.64E+02,963.69
3765,3765,0,384.61,3.85E+02,384.61
3766,3766,0,322.79,3.23E+02,322.79
3767,3767,0,310.56,3.11E+02,310.56
3768,3768,0,310.56,3.11E+02,310.56
3769,3769,0,310.56,3.11E+02,310.56
3770,3770,0,310.56,3.11E+02,310.56
3771,3771,0,322.79,3.23E+02,322.79
3772,3772,0,364.08,3.64E+02,364.08
3773,3699.364411,0.0338746,701.75,6.58E+02,701.75
3774,3475.376172,0.137376,714.807,7.26E+02,858.07
3775,3550.793015,0.103142,1321.21,1.18E+03,1613.57
3776,3461.727202,0.144575,947.07,9.18E+02,1627.1
3777,2840.744218,0.430706,1138.59,1.12E+03,1615.51
3778,2382.487483,0.641978,327.826,2.73E+02,1630.54
3779,2266.37345,0.695854,564.666,5.22E+02,1562.92
3780,2408.409822,0.630973,351.806,2.98E+02,1618.86
3781,2407.162144,0.632007,577.519,5.33E+02,1621.65
3782,2594.341197,0.546359,539.66,4.94E+02,1625.29
3783,2930.495229,0.392178,843.734,8.33E+02,1702.27
3784,3222.845622,0.258148,1073.94,1.05E+03,1549.82
3785,3526.821337,0.11877,1126.35,1.13E+03,1248.97
3786,3715.02054,0.0326527,1007.8,1.00E+03,1181.86
3787,3787,0,983.69,9.84E+02,983.69
3788,3788,0,953.49,9.80E+02,953.49
3789,3789,0,384.61,4.11E+02,384.61
3790,3790,0,322.79,3.49E+02,322.79
3791,3791,0,310.56,3.37E+02,310.56
3792,3792,0,310.56,3.37E+02,310.56
3793,3793,0,310.56,3.37E+02,310.56
3794,3794,0,310.56,3.37E+02,310.56
3795,3795,0,322.79,3.49E+02,322.79
3796,3796,0,364.08,3.83E+02,364.08
3797,3722.967698,0.0340571,631.936,6.55E+02,715.35
3798,3544.264523,0.116726,650.525,6.67E+02,884.5
3799,3576.286395,0.102455,1305.2,1.05E+03,1629.9
3800,3400.887133,0.183604,806.225,7.97E+02,1634.94
3801,3316.097126,0.22307,485.781,4.63E+02,1631.26
3802,2472.600524,0.611564,375.036,3.33E+02,1683.38
3803,2910.35874,0.410642,960.95,9.47E+02,1643.9
3804,2499.481495,0.600118,389.415,3.59E+02,1724.66
3805,2504.574704,0.598235,1133.75,1.13E+03,1734.33
3806,3050.210604,0.347686,1191.51,1.18E+03,1744.93
3807,2810.891635,0.45824,1191.51,1.18E+03,1802.8
3808,3271.417918,0.246844,1191.51,1.18E+03,1600.38
3809,3632.858113,0.0810306,1191.51,1.18E+03,1294.1
3810,3748.797288,0.0281551,1007.8,1.00E+03,1245.93
3811,3811,0,1007.8,1.00E+03,1056.11
3812,3812,0,1007.8,1.00E+03,1032.84
3813,3813,0,384.61,4.37E+02,384.61
3814,3814,0,322.79,3.75E+02,322.79
3815,3815,0,310.56,3.63E+02,310.56
3816,3816,0,310.56,3.63E+02,310.56
3817,3817,0,310.56,3.63E+02,310.56
3818,3818,0,310.56,3.63E+02,310.56
3819,3819,0,322.79,3.75E+02,322.79
3820,3820,0,364.08,4.04E+02,364.08
3821,3728.793676,0.0424177,799.08,7.74E+02,799.08
3822,3473.475108,0.160332,947.74,8.09E+02,947.74
3823,3134.451831,0.316753,1321.21,1.18E+03,1698.49
3824,2789.663716,0.475826,1191.51,1.18E+03,1730.81
3825,2487.414106,0.61533,1191.51,1.18E+03,1729.72
3826,2326.846477,0.689656,1191.51,1.18E+03,1729.19
3827,2255.283861,0.723037,1121.84,7.56E+02,1656.01
3828,2239.450186,0.730781,1191.51,1.10E+03,1731.53
3829,2274.278394,0.715219,1155.69,1.18E+03,1737.92
3830,2543.584652,0.59179,1191.51,1.18E+03,1748.66
3831,2854.438175,0.449248,1191.51,1.18E+03,1820.8
3832,3197.417845,0.291927,1191.51,1.18E+03,1587.61
3833,3563.519907,0.123969,1052.33,1.09E+03,1235.4
3834,3758.713432,0.0346341,1007.8,1.00E+03,1158.56
3835,3835,0,988.01,9.88E+02,988.01
3836,3836,0,969.26,9.69E+02,969.26
3837,3837,0,384.61,3.85E+02,384.61
3838,3838,0,322.79,3.23E+02,322.79
3839,3839,0,310.56,3.11E+02,310.56
3840,3840,0,260.72,2.61E+02,260.72
3841,3841,0,260.72,2.61E+02,260.72
3842,3842,0,260.72,2.61E+02,260.72
3843,3843,0,272.94,2.73E+02,272.94
3844,3841.630243,0.00109016,275.4,2.75E+02,276.86
3845,3726.746912,0.0544,678.367,6.76E+02,743.43
3846,3534.513975,0.143293,572.331,5.64E+02,777.32
3847,3195.890672,0.29953,648.339,6.26E+02,1174.68
3848,2827.499762,0.469461,285.273,2.48E+02,1166.33
3849,2600.069142,0.574546,59.6622,1.36E+01,1146.96
3850,2453.517982,0.642424,0,9.13E+00,1167.88
3851,2354.889755,0.688256,0,5.51E+00,1172.83
3852,2295.952395,0.715829,323.429,2.23E+02,1159.86
3853,2346.9578,0.692825,0,-2.48E+02,807.53
3854,2617.046614,0.569036,0,-3.88E+00,798.25
3855,3065.634552,0.363132,0,1.91E+02,840.55
3856,3335.677718,0.239364,386.976,3.06E+02,757.75
3857,3581.613774,0.126686,361.39,2.90E+02,499.44
3858,3776.031698,0.0377079,160.499,1.77E+02,284.68
3859,3859,0,325.75,2.61E+02,325.75
3860,3860,0,321.84,2.57E+02,321.84
3861,3861,0,297.39,2.32E+02,297.39
3862,3862,0,272.94,2.08E+02,272.94
3863,3863,0,0,2.17E+02,260.72
3864,3864,0,260.72,2.17E+02,260.72
3865,3865,0,260.72,2.17E+02,260.72
3866,3866,0,260.72,2.17E+02,260.72
3867,3867,0,272.94,2.30E+02,272.94
3868,3867.233879,0.000352439,271.855,2.28E+02,276.86
3869,3757.111928,0.0514719,0,1.74E+02,284.68
3870,3585.147005,0.131041,75.5716,2.23E+01,309.13
3871,3414.497431,0.210005,0,-2.34E+01,309.13
3872,3080.973792,0.363896,0,-2.23E+01,272.46
3873,2950.930241,0.42418,0,-1.67E+01,223.57
3874,2835.024891,0.47796,0,-1.78E+02,223.57
3875,3279.863076,0.273781,0,-1.25E+02,223.57
3876,3315.215163,0.257978,0,-3.00E+02,223.57
3877,3318.580225,0.25689,0,-9.48E+01,223.57
3878,3488.390855,0.179232,0,-3.43E+00,582.4
3879,3488.853934,0.179479,349.155,3.38E+02,608.78
3880,3608.615684,0.124845,455.851,4.26E+02,659.38
3881,3764.50071,0.0535932,468.13,4.61E+02,628.91
3882,3838.617203,0.0199574,514.492,5.12E+02,564.54
3883,3883,0,437.66,4.38E+02,437.66
3884,3884,0,321.83,3.00E+02,321.83
3885,3885,0,297.39,2.97E+02,297.39
3886,3886,0,272.94,2.51E+02,272.94
3887,3887,0,73.497,2.61E+02,260.72
3888,3888,0,310.56,3.11E+02,310.56
3889,3889,0,310.56,3.11E+02,310.56
3890,3890,0,310.56,3.11E+02,310.56
3891,3891,0,322.79,3.23E+02,322.79
3892,3892,0,356.156,3.34E+02,364.08
3893,3840.671487,0.0240727,730.131,7.27E+02,801.45
3894,3761.481329,0.0609626,772.106,7.64E+02,975.01
3895,3661.013223,0.107641,1159.24,1.11E+03,1703.1
3896,3569.817116,0.150054,788.287,7.28E+02,1692.7
3897,3496.550264,0.184219,482.926,4.33E+02,1661.77
3898,3447.497036,0.207245,286.221,2.05E+02,1693.41
3899,2961.650812,0.431209,130.363,6.63E+01,1641.82
3900,3330.117935,0.262163,228.011,1.43E+02,1719.24
3901,3459.050821,0.20331,361.025,2.81E+02,1726.09
3902,3057.144726,0.388659,577.804,5.29E+02,1729.33
3903,3205.835007,0.320717,969.897,9.36E+02,1780.47
3904,3495.037781,0.188135,1066.59,1.05E+03,1516.82
3905,3789.497383,0.0531347,987.737,9.79E+02,1165.2
3906,3845.84048,0.0276752,1007.8,1.00E+03,1128.44
3907,3907,0,951.81,9.52E+02,951.81
3908,3908,0,930.41,9.30E+02,930.41
3909,3909,0,384.61,3.85E+02,384.61
3910,3910,0,322.79,3.23E+02,322.79
3911,3911,0,310.56,3.11E+02,310.56
3912,3912,0,310.56,3.11E+02,310.56
3913,3913,0,310.56,3.11E+02,310.56
3914,3914,0,310.56,3.11E+02,310.56
3915,3915,0,322.79,3.23E+02,322.79
3916,3916,0,351.776,3.51E+02,364.08
3917,3873.230489,0.0201353,645.614,6.42E+02,722.98
3918,3600.523065,0.146049,677.995,6.69E+02,880.69
3919,3640.079224,0.128312,1107.78,1.09E+03,1615.14
3920,3657.582486,0.12072,693.529,6.55E+02,1602.53
3921,3594.097599,0.150385,397.233,3.49E+02,1535.83
3922,3550.23316,0.171024,270.714,2.18E+02,1504.82
3923,3534.932058,0.178523,46.4894,1.39E+01,1430.74
3924,2297.363561,0.748302,290.373,2.40E+02,1471.72
3925,2439.032566,0.68359,191.005,1.37E+02,1463.69
3926,2632.835096,0.594895,539.205,4.95E+02,1451.96
3927,2894.198398,0.47512,1191.51,1.18E+03,1491.61
3928,3295.39815,0.291016,1029.72,1.02E+03,1308.74
3929,3647.459831,0.129517,913.707,9.08E+02,1039.87
3930,3853.002893,0.035421,953.14,9.51E+02,1011.53
3931,3931,0,848.814,8.49E+02,849.44
3932,3932,0,844.48,8.44E+02,844.48
3933,3933,0,384.61,3.85E+02,384.61
3934,3934,0,322.79,3.23E+02,322.79
3935,3935,0,310.56,3.11E+02,310.56
3936,3936,0,310.56,3.11E+02,310.56
3937,3937,0,310.56,3.11E+02,310.56
3938,3938,0,310.56,3.11E+02,310.56
3939,3939,0,322.79,3.23E+02,322.79
3940,3940,0,364.08,3.64E+02,364.08
3941,3847.699618,0.042921,591.101,5.90E+02,622.59
3942,3629.385789,0.143812,655.665,6.51E+02,777.24
3943,3721.058083,0.1021,1172.53,1.16E+03,1483.45
3944,3348.197902,0.274087,1039.21,1.02E+03,1473.38
3945,2676.937792,0.583347,1088.88,1.07E+03,1439.01
3946,2424.182751,0.700082,1079.1,1.06E+03,1449.25
3947,2454.24823,0.686711,978.943,9.61E+02,1404.77
3948,2602.282032,0.619071,1071.85,1.05E+03,1477.45
3949,2477.077294,0.677129,844.182,8.16E+02,1497.52
3950,2667.671339,0.58991,982.168,9.45E+02,1515.39
3951,3001.962451,0.436586,1191.51,1.18E+03,1583.82
3952,3415.698334,0.246715,1191.51,1.18E+03,1408.7
3953,3722.921662,0.105843,1020.12,1.01E+03,1123.55
3954,3867.9111,0.0396035,1007.8,1.00E+03,1074.31
3955,3955,0,892.85,8.93E+02,892.85
3956,3956,0,867.81,8.68E+02,867.81
3957,3957,0,384.61,3.85E+02,384.61
3958,3958,0,322.79,3.23E+02,322.79
3959,3959,0,310.56,3.11E+02,310.56
3960,3960,0,310.56,3.11E+02,310.56
3961,3961,0,310.56,3.11E+02,310.56
3962,3962,0,310.56,3.11E+02,310.56
3963,3963,0,322.79,3.23E+02,322.79
3964,3963.640211,0.000165514,364.08,3.64E+02,364.08
3965,3829.658254,0.0622613,556.487,5.53E+02,637.19
3966,3662.024351,0.139838,601.263,5.93E+02,800.83
3967,3351.170959,0.2833,1012.11,9.90E+02,1540.74
3968,2987.388442,0.451111,683.702,6.46E+02,1567.47
3969,2680.728252,0.592644,370.643,3.21E+02,1543.44
3970,2614.991339,0.623345,164.104,1.06E+02,1536.26
3971,2515.443608,0.6696,11.1755,9.27E-01,1485.93
3972,2681.874026,0.593497,210.227,1.52E+02,1572.79
3973,2885.171584,0.500434,273.954,2.17E+02,1606.28
3974,3005.557206,0.445513,490.975,4.42E+02,1635.62
3975,3163.207767,0.373449,869.293,8.33E+02,1713.44
3976,3366.994423,0.280161,1059.88,1.03E+03,1540.34
3977,3749.586704,0.104617,1107.23,1.08E+03,1251.12
3978,3900.06252,0.0358536,1007.8,1.00E+03,1192.35
3979,3979,0,992.365,9.92E+02,994.45
3980,3980,0,972.88,9.73E+02,972.88
3981,3981,0,384.61,3.85E+02,384.61
3982,3982,0,322.79,3.23E+02,322.79
3983,3983,0,310.56,3.11E+02,310.56
3984,3984,0,310.56,3.11E+02,310.56
3985,3985,0,310.56,3.11E+02,310.56
3986,3986,0,310.56,3.11E+02,310.56
3987,3987,0,322.79,3.23E+02,322.79
3988,3988,0,364.08,3.64E+02,364.08
3989,3958.308324,0.0141191,675.678,6.74E+02,713.84
3990,3897.439569,0.0425806,697.517,6.88E+02,873.52
3991,3828.120283,0.0749296,1321.21,1.18E+03,1637.69
3992,3721.150432,0.124599,1191.51,1.18E+03,1672.82
3993,3663.639065,0.151516,519.443,4.71E+02,1656.58
3994,3623.711323,0.170344,340.743,2.85E+02,1665.77
3995,3526.211283,0.215657,197.468,1.37E+02,1614.25
3996,2634.846092,0.626172,313.448,2.55E+02,1696.03
3997,2520.016757,0.679457,491.78,4.40E+02,1721.09
3998,2710.704275,0.592195,683.028,6.38E+02,1739.88
3999,2984.803695,0.466561,1038.36,1.01E+03,1772.61
4000,3370.074061,0.289785,1031.89,1.01E+03,1507.97
4001,3900.617693,0.0461789,1038.3,1.03E+03,1190.11
4002,3971.55896,0.0140038,1007.8,1.00E+03,1175.81
4003,4003,0,1007.8,1.00E+03,1020.45
4004,4004,0,1007.8,1.00E+03,1016.69
4005,4005,0,384.61,3.85E+02,384.61
4006,4006,0,322.79,3.23E+02,322.79
4007,4007,0,310.56,3.11E+02,310.56
4008,4008,0,260.72,2.61E+02,260.72
4009,4009,0,260.72,2.61E+02,260.72
4010,4010,0,260.72,2.61E+02,260.72
4011,4011,0,272.94,2.73E+02,272.94
4012,4012,0,275.4,2.75E+02,276.86
4013,3965.881796,0.0216758,638.674,6.35E+02,716.04
4014,3896.846187,0.0538943,476.875,4.69E+02,673.94
4015,3863.319112,0.0697778,515.776,4.94E+02,1021.68
4016,3754.054194,0.120503,163.303,1.28E+02,991.81
4017,3692.367014,0.149341,0,-1.39E+01,960.66
4018,2803.019081,0.558928,0,-2.33E+02,974.97
4019,2421.665981,0.734822,0,-3.07E+02,975.03
4020,2389.459471,0.750098,0,-5.26E+01,966.96
4021,2500.376151,0.699533,0,-5.01E+02,611.08
4022,2712.951358,0.602202,0,-3.86E+02,601.35
4023,3009.236275,0.466362,0,-5.78E+01,650.64
4024,3380.820585,0.295882,0,2.61E+01,579.78
4025,3739.153593,0.131498,89.3847,9.02E+01,309.13
4026,3944.736652,0.0373836,0,1.61E+02,284.68
4027,4027,0,322.205,2.57E+02,325.75
4028,4028,0,321.84,2.35E+02,321.84
4029,4029,0,297.39,2.32E+02,297.39
4030,4030,0,272.94,1.86E+02,272.94
4031,4031,0,0,1.74E+02,260.72
4032,4032,0,260.72,1.74E+02,260.72
4033,4033,0,0,1.96E+02,260.72
4034,4034,0,260.72,1.96E+02,260.72
4035,4035,0,272.94,2.08E+02,272.94
4036,4036,0,267.684,2.02E+02,276.86
4037,4008.238632,0.0132311,210.65,1.42E+02,284.68
4038,3947.225321,0.0417591,81.6191,6.92E+00,309.13
4039,3878.2471,0.0739512,0,-1.39E+01,445.85
4040,3818.173293,0.102047,0,-3.39E+02,405.75
4041,2968.153207,0.493542,0,-6.16E+02,373.96
4042,2567.038363,0.678527,0,-9.35E+02,223.57
4043,2475.333594,0.721174,0,-8.47E+02,223.57
4044,2546.78548,0.688764,0,-8.00E+02,223.57
4045,2777.183428,0.583234,0,-9.28E+02,223.57
4046,2787.521944,0.578938,0,-6.58E+02,263.06
4047,3003.099128,0.480226,0,-3.12E+00,502.64
4048,3399.197042,0.298469,274.884,2.68E+02,440.46
4049,3766.466418,0.129974,449.285,4.47E+02,509.76
4050,3960.946512,0.0409673,236.926,2.35E+02,284.68
4051,4051,0,325.75,3.26E+02,325.75
4052,4052,0,321.83,3.22E+02,321.83
4053,4053,0,297.39,2.97E+02,297.39
4054,4054,0,272.94,2.73E+02,272.94
4055,4055,0,260.72,2.61E+02,260.72
4056,4056,0,310.56,3.11E+02,310.56
4057,4057,0,310.56,3.11E+02,310.56
4058,4058,0,310.56,3.11E+02,310.56
4059,4059,0,322.79,3.23E+02,322.79
4060,4058.153343,0.000849518,363.871,3.64E+02,364.08
4061,3976.066459,0.039072,571.229,5.47E+02,643.59
4062,3787.872387,0.126107,601.635,5.93E+02,804.33
4063,3493.50704,0.261984,1321.21,1.18E+03,1547.2
4064,3075.962843,0.454527,1191.51,1.18E+03,1573.79
4065,2905.748023,0.533291,759.777,7.26E+02,1561.8
4066,2667.192048,0.643494,576.887,5.35E+02,1568.05
4067,2576.500255,0.685675,306.593,2.55E+02,1519.22
4068,2550.421602,0.698132,190.437,1.31E+02,1601.38
4069,2626.749254,0.663479,414.139,3.63E+02,1629.06
4070,2998.368344,0.492983,560.94,5.18E+02,1643.65
4071,3425.744635,0.296837,1178.62,1.18E+03,1701.83
4072,3506.713285,0.260049,1191.51,1.18E+03,1520.63
4073,3774.465297,0.137335,1113.26,1.13E+03,1239.63
4074,4016.556389,0.0264258,1007.8,1.00E+03,1203.75
4075,4075,0,1007.8,1.00E+03,1012.29
4076,4076,0,975.62,9.76E+02,975.62
4077,4077,0,384.61,3.85E+02,384.61
4078,4078,0,322.79,3.23E+02,322.79
4079,4079,0,310.56,3.11E+02,310.56
4080,4080,0,310.56,3.11E+02,310.56
4081,4081,0,310.56,3.11E+02,310.56
4082,4082,0,310.56,3.11E+02,310.56
4083,4083,0,322.79,3.23E+02,322.79
4084,4083.516477,0.000222435,364.08,3.62E+02,364.08
4085,3995.899994,0.0409887,645.968,6.43E+02,705.4
4086,3749.533011,0.154785,650.734,6.43E+02,833.41
4087,3419.754777,0.306953,992.137,9.70E+02,1519.52
4088,3100.425856,0.454314,604.57,5.67E+02,1481.04
4089,2817.081524,0.585121,255.822,2.06E+02,1429.87
4090,2737.94984,0.621984,686.915,6.55E+02,1428.88
4091,2578.779945,0.695667,714.344,6.87E+02,1369.35
4092,2644.93218,0.665695,770.279,7.42E+02,1435.92
4093,2738.100028,0.623295,750.989,7.22E+02,1443.74
4094,2945.221247,0.528473,1064.49,1.05E+03,1451.53
4095,3121.768391,0.447716,1191.51,1.18E+03,1514.07
4096,3452.827106,0.295879,912.056,8.94E+02,1341.22
4097,3805.630043,0.134039,984.086,9.81E+02,1063.12
4098,4004.892431,0.0428323,986.035,9.84E+02,1027.95
4099,4099,0,849.79,8.50E+02,849.79
4100,4100,0,849.3,8.49E+02,849.3
4101,4101,0,384.61,3.85E+02,384.61
4102,4102,0,322.79,3.23E+02,322.79
4103,4103,0,310.56,3.11E+02,310.56
4104,4104,0,310.56,3.11E+02,310.56
4105,4105,0,310.56,3.11E+02,310.56
4106,4106,0,310.56,3.11E+02,310.56
4107,4107,0,322.79,3.23E+02,322.79
4108,4105.837514,0.000994809,364.08,3.63E+02,364.08
4109,4074.896809,0.0156885,579.508,5.78E+02,617.67
4110,4024.748219,0.0392184,628.955,6.37E+02,770.55
4111,3924.138601,0.0859619,1202.63,1.18E+03,1472.89
4112,3848.267355,0.121325,1040.28,1.02E+03,1449.84
4113,3785.869353,0.15049,873.91,8.51E+02,1410.26
4114,3557.893116,0.255826,810.708,7.85E+02,1419.42
4115,3645.304821,0.216074,723.476,6.96E+02,1368.89
4116,3647.383011,0.215578,822.479,7.97E+02,1432.65
4117,3676.937654,0.202442,855.269,8.30E+02,1445.63
4118,3733.301402,0.176973,857.538,8.32E+02,1461.87
4119,3811.622401,0.141403,752.741,7.20E+02,1521.19
4120,3436.642794,0.314365,877.179,8.57E+02,1345.13
4121,3866.523267,0.117067,917.268,9.11E+02,1064.91
4122,4036.26912,0.0394388,978.961,9.77E+02,1031.72
4123,4123,0,858.85,8.57E+02,858.85
4124,4124,0,863.39,8.63E+02,863.39
4125,4125,0,384.61,3.85E+02,384.61
4126,4126,0,322.79,3.23E+02,322.79
4127,4127,0,310.56,3.11E+02,310.56
4128,4128,0,310.56,3.11E+02,310.56
4129,4129,0,310.56,3.11E+02,310.56
4130,4130,0,310.56,3.11E+02,310.56
4131,4131,0,322.79,3.23E+02,322.79
4132,4132,0,364.08,3.61E+02,364.08
4133,4070.033926,0.0289663,561.031,5.57E+02,647.99
4134,3808.4649,0.149756,607.245,5.99E+02,811.4
4135,3478.004103,0.302238,1042.34,1.02E+03,1531.98
4136,3085.945185,0.483057,699.726,6.64E+02,1541.37
4137,2754.451847,0.636014,424.204,3.77E+02,1547.37
4138,2568.642401,0.721952,335.085,2.82E+02,1590.67
4139,2622.384582,0.697689,254.197,1.99E+02,1552.74
4140,2788.106352,0.621912,268.789,2.11E+02,1627.39
4141,2785.176176,0.62372,409.245,3.57E+02,1640.64
4142,3060.060327,0.497725,575.336,5.34E+02,1661.8
4143,3161.386334,0.451572,1052.22,1.03E+03,1725.58
4144,3537.133413,0.279177,1191.51,1.18E+03,1554.1
4145,3833.861779,0.143133,1066.83,1.08E+03,1259.52
4146,4082.366796,0.0292732,1007.8,1.00E+03,1207.23
4147,4147,0,1007.8,1.00E+03,1020.02
4148,4148,0,1007.8,1.00E+03,1019.28
4149,4149,0,384.61,3.85E+02,384.61
4150,4150,0,322.79,3.23E+02,322.79
4151,4151,0,338.39,3.38E+02,338.39
4152,4152,0,363.82,3.64E+02,363.82
4153,4153,0,310.56,3.11E+02,310.56
4154,4154,0,310.56,3.11E+02,310.56
4155,4155,0,322.79,3.23E+02,322.79
4156,4156,0,364.08,3.64E+02,364.08
4157,4061.070443,0.0441305,675.856,6.96E+02,774.91
4158,3840.466547,0.146075,870.375,7.80E+02,940.77
4159,3491.90042,0.306886,1321.21,1.18E+03,1676.95
4160,3216.927276,0.433842,1191.51,1.18E+03,1659.01
4161,3013.08206,0.528077,1191.51,1.18E+03,1612.61
4162,3293.813652,0.399392,1010.15,9.85E+02,1604.89
4163,3200.178575,0.442927,509.733,4.92E+02,1551.57
4164,3026.848743,0.523124,1008.15,1.01E+03,1632.5
4165,2896.553035,0.583524,486.558,4.63E+02,1664.36
4166,2972.389414,0.549097,577.027,5.56E+02,1682.05
4167,3176.97167,0.455443,913.158,9.04E+02,1738.12
4168,3556.34025,0.281382,1092.53,1.09E+03,1554.85
4169,3860.72246,0.141817,1112.71,1.13E+03,1251.39
4170,4077.054594,0.0427577,1007.8,1.00E+03,1188.2
4171,4171,0,998.932,1.00E+03,1002.06
4172,4172,0,1007.8,1.00E+03,1009.62
4173,4173,0,384.61,3.85E+02,384.61
4174,4174,0,400.55,4.01E+02,400.55
4175,4175,0,310.56,3.11E+02,310.56
4176,4176,0,260.72,2.61E+02,260.72
4177,4177,0,260.72,2.61E+02,260.72
4178,4178,0,260.72,2.61E+02,260.72
4179,4179,0,272.94,2.73E+02,272.94
4180,4180,0,274.983,2.75E+02,276.86
4181,4119.255585,0.0284043,735.78,7.33E+02,792.71
4182,4017.259971,0.0757854,640.174,6.33E+02,812.84
4183,3819.260892,0.167331,663.755,6.42E+02,1188.01
4184,3864.149308,0.147141,290.151,2.53E+02,1172.46
4185,3173.703504,0.465227,0,1.90E+01,1142.86
4186,2909.664423,0.587153,0,1.87E+01,1146.13
4187,2670.78673,0.697504,0,5.67E+00,1149.2
4188,3128.161046,0.487558,0,1.64E+01,1164.12
4189,3264.854291,0.425135,0,9.13E+00,844.81
4190,3801.899452,0.178538,0,1.76E+01,853.74
4191,3875.979425,0.144919,0,6.60E+01,902.72
4192,4022.796134,0.0778389,444.144,3.62E+02,843.07
4193,4084.178248,0.0500613,458.174,4.08E+02,622.29
4194,4149.721175,0.0203696,307.521,2.62E+02,354.65
4195,4195,0,290.73,2.69E+02,315.48
4196,4196,0,321.84,2.78E+02,321.84
4197,4197,0,297.39,2.54E+02,297.39
4198,4198,0,272.94,2.30E+02,272.94
4199,4199,0,260.72,2.17E+02,260.72
4200,4200,0,260.72,2.17E+02,260.72
4201,4201,0,260.72,2.17E+02,260.72
4202,4202,0,260.72,2.17E+02,260.72
4203,4203,0,0,2.30E+02,272.94
4204,4204,0,276.651,2.33E+02,276.86
4205,4176.615781,0.0130576,222.537,1.77E+02,284.68
4206,3912.482358,0.135027,346.181,2.95E+02,525.52
4207,3709.658814,0.228792,72.8951,7.90E+00,582.97
4208,3126.664635,0.497447,0,-8.14E+01,619.4
4209,2953.986933,0.577344,0,-4.38E+02,504.55
4210,3772.254892,0.201376,0,-1.82E+02,573.08
4211,2742.496634,0.675556,0,-7.15E+02,506.78
4212,2768.914526,0.663863,0,-3.96E+02,587.14
4213,2791.71744,0.653833,0,-5.37E+02,514.82
4214,3073.414186,0.524704,0,-2.96E+02,587.98
4215,3524.367186,0.317712,60.335,3.91E+01,561.86
4216,3612.415805,0.277667,303.976,2.89E+02,667.66
4217,4092.993378,0.0570468,474.724,4.70E+02,583.37
